Medicamento;Empresa;CNPJ;Expediente;Data de Publicação_rel;Data de Publicação_cat;Data de Publicação (dt)_rel;Data de Publicação (dt)_cat;Categoria;status
DICLOFENACO COLESTIRAMINA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1088966250;15/08/2025;;2025-08-15;;;novo_em_relatorio
nitrato de oxiconazol;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;526994258;17/04/2025;;2025-04-17;;;novo_em_relatorio
DIPRIN;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;545669251;23/04/2025;;2025-04-23;;;novo_em_relatorio
ANDANTOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;328453251;11/03/2025;;2025-03-11;;;novo_em_relatorio
URSACOL;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;61.100.004/0001-36;1024718247;26/07/2024;;2024-07-26;;;novo_em_relatorio
ZYRTEC;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;45600252;13/01/2025;;2025-01-13;;;novo_em_relatorio
CLORIDRATO DE METOCLOPRAMIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;196043255;12/02/2025;;2025-02-12;;;novo_em_relatorio
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1035380242;30/07/2024;;2024-07-30;;;novo_em_relatorio
fenobarbital;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;438362250;31/03/2025;;2025-03-31;;;novo_em_relatorio
KEROXIME;ANTIBIÓTICOS DO BRASIL LTDA;05.439.635/0001-03;1408127245;14/10/2024;;2024-10-14;;;novo_em_relatorio
VELCADE;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;1179526244;28/08/2024;;2024-08-28;;;novo_em_relatorio
DICLOFENACO COLESTIRAMINA;EMS S/A;57.507.378/0003-65;1088920250;15/08/2025;;2025-08-15;;;novo_em_relatorio
GRIPALCÊ;BRASTERAPICA PHARMACEUTICA LTDA.;46.179.008/0001-68;1007344253;05/08/2025;;2025-08-05;;;novo_em_relatorio
BIALERGE;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;83.874.628/0001-43;1159020256;29/08/2025;;2025-08-29;;;novo_em_relatorio
losartana potássica;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;773629254;09/06/2025;;2025-06-09;;;novo_em_relatorio
LEVOZINE;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;539089257;22/04/2025;;2025-04-22;;;novo_em_relatorio
ESMERON;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;24595250;08/01/2025;;2025-01-08;;;novo_em_relatorio
ANDROCORTIL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;617902259;07/05/2025;;2025-05-07;;;novo_em_relatorio
MERACILINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1041259210;17/03/2021;;2021-03-17;;;novo_em_relatorio
EMISTIN;EMS S/A;57.507.378/0003-65;1177514257;04/09/2025;;2025-09-04;;;novo_em_relatorio
BESILATO DE ANLODIPINO;EMS S/A;57.507.378/0003-65;1438291248;18/10/2024;;2024-10-18;;;novo_em_relatorio
PILULAS DE LUSSEN;LABORATÓRIOS OSÓRIO DE MORAES LTDA;19.791.813/0001-75;1476502242;28/10/2024;;2024-10-28;;;novo_em_relatorio
maleato de dexclorfeniramina;EMS S/A;57.507.378/0003-65;603000258;05/05/2025;;2025-05-05;;;novo_em_relatorio
RAPILAX;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;240976213;19/01/2021;;2021-01-19;;;novo_em_relatorio
PAMERGAN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;183768256;10/02/2025;;2025-02-10;;;novo_em_relatorio
SOLUCAO DE GLICOSE;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;01.784.792/0001-03;437273253;31/03/2025;;2025-03-31;;;novo_em_relatorio
FLUXENE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;797791256;13/06/2025;;2025-06-13;;;novo_em_relatorio
BACTROPIN;CIMED INDUSTRIA S.A;02.814.497/0001-07;741197209;11/03/2020;;2020-03-11;;;novo_em_relatorio
SELOKEN;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;805996257;17/06/2025;;2025-06-17;;;novo_em_relatorio
AEROLIN;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;1144316251;26/08/2025;;2025-08-26;;;novo_em_relatorio
IBUPRIL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1731676247;18/12/2024;;2024-12-18;;;novo_em_relatorio
CICLO 21;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;1624886248;27/11/2024;;2024-11-27;;;novo_em_relatorio
DEPAKENE;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;1591250242;21/11/2024;;2024-11-21;;;novo_em_relatorio
JP MANITOL;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;801305250;16/06/2025;;2025-06-16;;;novo_em_relatorio
dexametasona;EMS S/A;57.507.378/0003-65;843974257;27/06/2025;;2025-06-27;;;novo_em_relatorio
